objectid,filename,filename_new,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
chestnut037,quercus_rubra.jpg,quercus_rubra,Northern Red Oak Illustration,"Koenig, Nick",2022,Northern Red Oak Illustration,Quercus rubra (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/quercus_rubra.jpg,/objects/small/quercus_rubra_sm.jpg,/objects/thumbs/quercus_rubra_th.jpg,Northern Red Oak Illustration Black and White Pen,
chestnut038,rhododendron_maximum.jpg,rhododendron_maximum,Rhododendron Illustration,"Koenig, Nick",2022,Rhododendron Illustration,Rhododendron maximum (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/rhododendron_maximum.jpg,/objects/small/rhododendron_maximum_sm.jpg,/objects/thumbs/rhododendron_maximum_th.jpg,Rhododendron Illustration Black and White Pen,
chestnut039,sambucus_canadensis.jpg,sambucus_canadensis,American Black Elderberry,"Koenig, Nick",2022,American Black Elderberry,Sambucus canadensis (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/sambucus_canadensis.jpg,/objects/small/sambucus_canadensis_sm.jpg,/objects/thumbs/sambucus_canadensis_th.jpg,American Black Elderberry Black and White Pen,
chestnut040,sanicula_canadensis.jpg,sanicula_canadensis,Canadian Black Snakeroot Illustration,"Koenig, Nick",2022,Canadian Black Snakeroot Illustration,Sanicula canadensis (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/sanicula_canadensis.jpg,/objects/small/sanicula_canadensis_sm.jpg,/objects/thumbs/sanicula_canadensis_th.jpg,Canadian Black Snakeroot Illustration Black and White Pen,
chestnut041,sassafras_albidum.jpg,sassafras_albidum,Sassafras Illustration,"Koenig, Nick",2022,Sassafras Illustration,Sassafras albidum (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/sassafras_albidum.jpg,/objects/small/sassafras_albidum_sm.jpg,/objects/thumbs/sassafras_albidum_th.jpg,Sassafras Illustration Black and White Pen,
chestnut042,sedum_ternatum.jpg,sedum_ternatum,Stonecrop Illustration,"Koenig, Nick",2022,Stonecrop Illustration,Sedum ternatum (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/sedum_ternatum.jpg,/objects/small/sedum_ternatum_sm.jpg,/objects/thumbs/sedum_ternatum_th.jpg,Stonecrop Illustration Black and White Pen,
chestnut043,smilax_rotundifolia.jpg,smilax_rotundifolia,Common Greenbrier Illustration,"Koenig, Nick",2022,Common Greenbrier Illustration,Smilax rotundifolia (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/smilax_rotundifolia.jpg,/objects/small/smilax_rotundifolia_sm.jpg,/objects/thumbs/smilax_rotundifolia_th.jpg,Common Greenbrier Illustration Black and White Pen,
chestnut044,toxicodendron_radicans.jpg,toxicodendron_radicans,Poison Ivy Illustration,"Koenig, Nick",2022,Poison Ivy Illustration,Toxicodendron radicans (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/toxicodendron_radicans.jpg,/objects/small/toxicodendron_radicans_sm.jpg,/objects/thumbs/toxicodendron_radicans_th.jpg,Poison Ivy Illustration Black and White Pen,
chestnut045,tsuga_canadensis.jpg,tsuga_canadensis,Eastern Hemlock Illustration,"Koenig, Nick",2022,Eastern Hemlock Illustration,Tsuga canadensis (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/tsuga_canadensis.jpg,/objects/small/tsuga_canadensis_sm.jpg,/objects/thumbs/tsuga_canadensis_th.jpg,Eastern Hemlock Illustration Black and White Pen,
chestnut046,vaccinium_sp.jpg,vaccinium_sp,Blueberry Illustration,"Koenig, Nick",2022,Blueberry Illustration,Vaccinium sp (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/vaccinium_sp.jpg,/objects/small/vaccinium_sp_sm.jpg,/objects/thumbs/vaccinium_sp_th.jpg,Blueberry Illustration Black and White Pen,
chestnut047,viburnum_acerifolium.jpg,viburnum_acerifolium,Maple-Leaf Virburnum Illustration,"Koenig, Nick",2022,Maple-Leaf Virburnum Illustration,Viburnum acerifolium (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/viburnum_acerifolium.jpg,/objects/small/viburnum_acerifolium_sm.jpg,/objects/thumbs/viburnum_acerifolium_th.jpg,Maple-Leaf Virburnum Illustration Black and White Pen,
chestnut048,viola_rostrata.jpg,viola_rostrata,Long-Spurred Violet Illustration,"Koenig, Nick",2022,Long-Spurred Violet Illustration,Viola rostrata (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/viola_rostrata.jpg,/objects/small/viola_rostrata_sm.jpg,/objects/thumbs/viola_rostrata_th.jpg,Long-Spurred Violet Illustration Black and White Pen,
chestnut049,viola_soraria.jpg,viola_soraria,Common Blue Violet Illustration,"Koenig, Nick",2022,Common Blue Violet Illustration,Viola soraria (species),"Lilley Cornett Woods, Skyline, Kentucky",37.090621,-82.990223,,,,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact Nick Koenig at [koen2388@vandals.uidaho.edu](mailto:koen2388@vandals.uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/viola_soraria.jpg,/objects/small/viola_soraria_sm.jpg,/objects/thumbs/viola_soraria_th.jpg,Common Blue Violet Illustration Black and White Pen,
chestnut050,savannah-clark.mp3,,Savannah Clark Interview,"Koenig, Nick",2022,Interview with Savannah Clark,,Eastern Kentucky University,37.73823073,-84.29690252,,,record,compound_object,eng,,,transcript,https://cdil.lib.uidaho.edu/chestnut-collective/objects/savannah-clark.mp3,,,,
chestnut051,chestnut051.mp3,,Sara Fitzsimmon,"Koenig, Nick",2022,Interview with Sara Fitzsimmon,,Eastern Kentucky University,37.73823073,-84.29690252,,,record,compound_object,eng,,,transcript,https://cdil.lib.uidaho.edu/chestnut-collective/objects/sara-fitzsimmon.mp3,,,,
